code,description,chapter,code_type,includes,excludes,code_system
S95.9,Injury of unspecified blood vessel at ankle and foot level,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
S96,Injury of muscle and tendon at ankle and foot level,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
S96.0,Injury of muscle and tendon of long flexor muscle of toe at ankle and foot level,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
S96.1,Injury of muscle and tendon of long extensor muscle of toe at ankle and foot level,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
S96.2,Injury of intrinsic muscle and tendon at ankle and foot level,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
S96.7,Injury of multiple muscles and tendons at ankle and foot level,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
S96.8,Injury of other muscles and tendons at ankle and foot level,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
S96.9,Injury of unspecified muscle and tendon at ankle and foot level,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
S97,Crushing injury of ankle and foot,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
S97.0,Crushing injury of ankle,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
S97.1,Crushing injury of toe(s),"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
S97.8,Crushing injury of other parts of ankle and foot,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
S98,Traumatic amputation of ankle and foot,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
S98.0,Traumatic amputation of foot at ankle level,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
S98.1,Traumatic amputation of one toe,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
S98.2,Traumatic amputation of two or more toes,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
S98.3,Traumatic amputation of other parts of foot,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
S98.4,"Traumatic amputation of foot, level unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
S99,Other and unspecified injuries of ankle and foot,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
S99.7,Multiple injuries of ankle and foot,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
S99.8,Other specified injuries of ankle and foot,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
S99.9,Unspecified injury of ankle and foot,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T00-T07,Injuries involving multiple body regions,"Injury, Poisoning (S00-T88)",block,,,ICD-10-CM
T00,Superficial injuries involving multiple body regions,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T00.0,Superficial injuries involving head with neck,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T00.1,"Superficial injuries involving thorax with abdomen, lower back and pelvis","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T00.2,Superficial injuries involving multiple regions of upper limb(s),"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T00.3,Superficial injuries involving multiple regions of lower limb(s),"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T00.6,Superficial injuries involving multiple regions of upper limb(s) with lower limb(s),"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T00.8,Superficial injuries involving other combinations of body regions,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T00.9,"Multiple superficial injuries, unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T01,Open wounds involving multiple body regions,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T01.0,Open wounds involving head with neck,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T01.1,"Open wounds involving thorax with abdomen, lower back and pelvis","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T01.2,Open wounds involving multiple regions of upper limb(s),"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T01.3,Open wounds involving multiple regions of lower limb(s),"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T01.6,Open wounds involving multiple regions of upper limb(s) with lower limb(s),"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T01.8,Open wounds involving other combinations of body regions,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T01.9,"Multiple open wounds, unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T02,Fractures involving multiple body regions,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T02.0,Fractures involving head with neck,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T02.1,Fractures involving thorax with lower back and pelvis,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T02.2,Fractures involving multiple regions of one upper limb,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T02.3,Fractures involving multiple regions of one lower limb,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T02.4,Fractures involving multiple regions of both upper limbs,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T02.5,Fractures involving multiple regions of both lower limbs,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T02.6,Fractures involving multiple regions of upper limb(s) with lower limb(s),"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T02.7,Fractures involving thorax with lower back and pelvis with limb(s),"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T02.8,Fractures involving other combinations of body regions,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T02.9,"Multiple fractures, unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T03,"Dislocations, sprains and strains involving multiple body regions","Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T03.0,"Dislocations, sprains and strains involving head with neck","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T03.1,"Dislocations, sprains and strains involving thorax with lower back and pelvis","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T03.2,"Dislocations, sprains and strains involving multiple regions of upper limb(s)","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T03.3,"Dislocations, sprains and strains involving multiple regions of lower limb(s)","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T03.4,"Dislocations, sprains and strains involving multiple regions of upper limb(s) with lower limb(s)","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T03.8,"Dislocations, sprains and strains involving other combinations of body regions","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T03.9,"Multiple dislocations, sprains and strains, unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T04,Crushing injuries involving multiple body regions,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T04.0,Crushing injuries involving head with neck,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T04.1,"Crushing injuries involving thorax with abdomen, lower back and pelvis","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T04.2,Crushing injuries involving multiple regions of upper limb(s),"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T04.3,Crushing injuries involving multiple regions of lower limb(s),"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T04.4,Crushing injuries involving multiple regions of upper limb(s) with lower limb(s),"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T04.7,"Crushing injuries of thorax with abdomen, lower back and pelvis with limb(s)","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T04.8,Crushing injuries involving other combinations of body regions,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T04.9,"Multiple crushing injuries, unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T05,Traumatic amputations involving multiple body regions,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T05.0,Traumatic amputation of both hands,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T05.1,"Traumatic amputation of one hand and other arm [any level, except hand]","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T05.2,Traumatic amputation of both arms [any level],"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T05.3,Traumatic amputation of both feet,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T05.4,"Traumatic amputation of one foot and other leg [any level, except foot]","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T05.5,Traumatic amputation of both legs [any level],"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T05.6,"Traumatic amputation of upper and lower limbs, any combination [any level]","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T05.8,Traumatic amputations involving other combinations of body regions,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T05.9,"Multiple traumatic amputations, unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T06,"Other injuries involving multiple body regions, not elsewhere classified","Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T06.0,Injuries of brain and cranial nerves with injuries of nerves and spinal cord at neck level,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T06.1,Injuries of nerves and spinal cord involving other multiple body regions,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T06.2,Injuries of nerves involving multiple body regions,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T06.3,Injuries of blood vessels involving multiple body regions,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T06.4,Injuries of muscles and tendons involving multiple body regions,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T06.5,Injuries of intrathoracic organs with intra-abdominal and pelvic organs,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T06.8,Other specified injuries involving multiple body regions,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T07,Unspecified multiple injuries,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T08-T14,"Injuries to unspecified part of trunk, limb or body region","Injury, Poisoning (S00-T88)",block,,,ICD-10-CM
T08,"Fracture of spine, level unspecified","Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T09,"Other injuries of spine and trunk, level unspecified","Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T09.0,"Superficial injury of trunk, level unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T09.1,"Open wound of trunk, level unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T09.2,"Dislocation, sprain and strain of unspecified joint and ligament of trunk","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T09.3,"Injury of spinal cord, level unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T09.4,"Injury of unspecified nerve, spinal nerve root and plexus of trunk","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T09.5,Injury of unspecified muscle and tendon of trunk,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T09.6,"Traumatic amputation of trunk, level unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T09.8,"Other specified injuries of trunk, level unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T09.9,"Unspecified injury of trunk, level unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T10,"Fracture of upper limb, level unspecified","Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T11,"Other injuries of upper limb, level unspecified","Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T11.0,"Superficial injury of upper limb, level unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T11.1,"Open wound of upper limb, level unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T11.2,"Dislocation, sprain and strain of unspecified joint and ligament of upper limb, level unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T11.3,"Injury of unspecified nerve of upper limb, level unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T11.4,"Injury of unspecified blood vessel of upper limb, level unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T11.5,"Injury of unspecified muscle and tendon of upper limb, level unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T11.6,"Traumatic amputation of upper limb, level unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T11.8,"Other specified injuries of upper limb, level unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T11.9,"Unspecified injury of upper limb, level unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T12,"Fracture of lower limb, level unspecified","Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T13,"Other injuries of lower limb, level unspecified","Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T13.0,"Superficial injury of lower limb, level unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T13.1,"Open wound of lower limb, level unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T13.2,"Dislocation, sprain and strain of unspecified joint and ligament of lower limb, level unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T13.3,"Injury of unspecified nerve of lower limb, level unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T13.4,"Injury of unspecified blood vessel of lower limb, level unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T13.5,"Injury of unspecified muscle and tendon of lower limb, level unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T13.6,"Traumatic amputation of lower limb, level unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T13.8,"Other specified injuries of lower limb, level unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T13.9,"Unspecified injury of lower limb, level unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T14,Injury of unspecified body region,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T14.0,Superficial injury of unspecified body region,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T14.1,Open wound of unspecified body region,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T14.2,Fracture of unspecified body region,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T14.3,"Dislocation, sprain and strain of unspecified body region","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T14.4,Injury of nerve(s) of unspecified body region,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T14.5,Injury of blood vessel(s) of unspecified body region,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T14.6,Injury of muscles and tendons of unspecified body region,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T14.7,Crushing injury and traumatic amputation of unspecified body region,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T14.8,Other injuries of unspecified body region,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T14.9,"Injury, unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T15-T19,Effects of foreign body entering through natural orifice,"Injury, Poisoning (S00-T88)",block,,,ICD-10-CM
T15,Foreign body on external eye,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T15.0,Foreign body in cornea,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T15.1,Foreign body in conjunctival sac,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T15.8,Foreign body in other and multiple parts of external eye,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T15.9,"Foreign body on external eye, part unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T16,Foreign body in ear,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T17,Foreign body in respiratory tract,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T17.0,Foreign body in nasal sinus,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T17.1,Foreign body in nostril,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T17.2,Foreign body in pharynx,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T17.3,Foreign body in larynx,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T17.4,Foreign body in trachea,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T17.5,Foreign body in bronchus,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T17.8,Foreign body in other and multiple parts of respiratory tract,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T17.9,"Foreign body in respiratory tract, part unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T18,Foreign body in alimentary tract,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T18.0,Foreign body in mouth,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T18.1,Foreign body in oesophagus,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T18.2,Foreign body in stomach,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T18.3,Foreign body in small intestine,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T18.4,Foreign body in colon,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T18.5,Foreign body in anus and rectum,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T18.8,Foreign body in other and multiple parts of alimentary tract,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T18.9,"Foreign body in alimentary tract, part unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T19,Foreign body in genitourinary tract,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T19.0,Foreign body in urethra,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T19.1,Foreign body in bladder,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T19.2,Foreign body in vulva and vagina,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T19.3,Foreign body in uterus [any part],"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T19.8,Foreign body in other and multiple parts of genitourinary tract,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T19.9,"Foreign body in genitourinary tract, part unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T20-T32,Burns and corrosions,"Injury, Poisoning (S00-T88)",block,,,ICD-10-CM
T20-T25,"Burns and corrosions of external body surface, specified by site","Injury, Poisoning (S00-T88)",block,,,ICD-10-CM
T20,Burn and corrosion of head and neck,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T20.0,Burn of unspecified degree of head and neck,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T20.1,Burn of first degree of head and neck,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T20.2,Burn of second degree of head and neck,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T20.3,Burn of third degree of head and neck,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T20.4,Corrosion of unspecified degree of head and neck,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T20.5,Corrosion of first degree of head and neck,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T20.6,Corrosion of second degree of head and neck,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T20.7,Corrosion of third degree of head and neck,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T21,Burn and corrosion of trunk,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T21.0,Burn of unspecified degree of trunk,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T21.1,Burn of first degree of trunk,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T21.2,Burn of second degree of trunk,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T21.3,Burn of third degree of trunk,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T21.4,Corrosion of unspecified degree of trunk,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T21.5,Corrosion of first degree of trunk,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T21.6,Corrosion of second degree of trunk,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T21.7,Corrosion of third degree of trunk,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T22,"Burn and corrosion of shoulder and upper limb, except wrist and hand","Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T22.0,"Burn of unspecified degree of shoulder and upper limb, except wrist and hand","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T22.1,"Burn of first degree of shoulder and upper limb, except wrist and hand","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T22.2,"Burn of second degree of shoulder and upper limb, except wrist and hand","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T22.3,"Burn of third degree of shoulder and upper limb, except wrist and hand","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T22.4,"Corrosion of unspecified degree of shoulder and upper limb, except wrist and hand","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T22.5,"Corrosion of first degree of shoulder and upper limb, except wrist and hand","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T22.6,"Corrosion of second degree of shoulder and upper limb, except wrist and hand","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T22.7,"Corrosion of third degree of shoulder and upper limb, except wrist and hand","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T23,Burn and corrosion of wrist and hand,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T23.0,Burn of unspecified degree of wrist and hand,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T23.1,Burn of first degree of wrist and hand,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T23.2,Burn of second degree of wrist and hand,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T23.3,Burn of third degree of wrist and hand,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T23.4,Corrosion of unspecified degree of wrist and hand,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T23.5,Corrosion of first degree of wrist and hand,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T23.6,Corrosion of second degree of wrist and hand,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T23.7,Corrosion of third degree of wrist and hand,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T24,"Burn and corrosion of hip and lower limb, except ankle and foot","Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T24.0,"Burn of unspecified degree of hip and lower limb, except ankle and foot","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T24.1,"Burn of first degree of hip and lower limb, except ankle and foot","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T24.2,"Burn of second degree of hip and lower limb, except ankle and foot","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T24.3,"Burn of third degree of hip and lower limb, except ankle and foot","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T24.4,"Corrosion of unspecified degree of hip and lower limb, except ankle and foot","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T24.5,"Corrosion of first degree of hip and lower limb, except ankle and foot","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T24.6,"Corrosion of second degree of hip and lower limb, except ankle and foot","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T24.7,"Corrosion of third degree of hip and lower limb, except ankle and foot","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T25,Burn and corrosion of ankle and foot,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T25.0,Burn of unspecified degree of ankle and foot,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T25.1,Burn of first degree of ankle and foot,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T25.2,Burn of second degree of ankle and foot,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T25.3,Burn of third degree of ankle and foot,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T25.4,Corrosion of unspecified degree of ankle and foot,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T25.5,Corrosion of first degree of ankle and foot,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T25.6,Corrosion of second degree of ankle and foot,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T25.7,Corrosion of third degree of ankle and foot,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T26-T28,Burns and corrosions confined to eye and internal organs,"Injury, Poisoning (S00-T88)",block,,,ICD-10-CM
T26,Burn and corrosion confined to eye and adnexa,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T26.0,Burn of eyelid and periocular area,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T26.1,Burn of cornea and conjunctival sac,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T26.2,Burn with resulting rupture and destruction of eyeball,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T26.3,Burn of other parts of eye and adnexa,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T26.4,"Burn of eye and adnexa, part unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T26.5,Corrosion of eyelid and periocular area,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T26.6,Corrosion of cornea and conjunctival sac,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T26.7,Corrosion with resulting rupture and destruction of eyeball,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T26.8,Corrosion of other parts of eye and adnexa,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T26.9,"Corrosion of eye and adnexa, part unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T27,Burn and corrosion of respiratory tract,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T27.0,Burn of larynx and trachea,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T27.1,Burn involving larynx and trachea with lung,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T27.2,Burn of other parts of respiratory tract,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T27.3,"Burn of respiratory tract, part unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T27.4,Corrosion of larynx and trachea,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T27.5,Corrosion involving larynx and trachea with lung,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T27.6,Corrosion of other parts of respiratory tract,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T27.7,"Corrosion of respiratory tract, part unspecified","Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T28,Burn and corrosion of other internal organs,"Injury, Poisoning (S00-T88)",category,,,ICD-10-CM
T28.0,Burn of mouth and pharynx,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T28.1,Burn of oesophagus,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T28.2,Burn of other parts of alimentary tract,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T28.3,Burn of internal genitourinary organs,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
T28.4,Burn of other and unspecified internal organs,"Injury, Poisoning (S00-T88)",subcategory,,,ICD-10-CM
