code,description,chapter,code_type,includes,excludes,code_system
I44.7,"Left bundle-branch block, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I45,Other conduction disorders,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I45.0,Right fascicular block,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I45.1,Other and unspecified right bundle-branch block,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I45.2,Bifascicular block,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I45.3,Trifascicular block,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I45.4,Nonspecific intraventricular block,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I45.5,Other specified heart block,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I45.6,Pre-excitation syndrome,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I45.8,Other specified conduction disorders,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I45.9,"Conduction disorder, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I46,Cardiac arrest,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I46.0,Cardiac arrest with successful resuscitation,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I46.1,"Sudden cardiac death, so described",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I46.9,"Cardiac arrest, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I47,Paroxysmal tachycardia,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I47.0,Re-entry ventricular arrhythmia,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I47.1,Supraventricular tachycardia,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I47.2,Ventricular tachycardia,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I47.9,"Paroxysmal tachycardia, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I48,Atrial fibrillation and flutter,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I48.0,Paroxysmal atrial fibrillation,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I48.1,Persistent atrial fibrillation,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I48.2,Chronic atrial fibrillation,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I48.3,Typical atrial flutter,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I48.4,Atypical atrial flutter,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I48.9,"Atrial fibrillation and atrial flutter, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I49,Other cardiac arrhythmias,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I49.0,Ventricular fibrillation and flutter,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I49.1,Atrial premature depolarization,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I49.2,Junctional premature depolarization,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I49.3,Ventricular premature depolarization,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I49.4,Other and unspecified premature depolarization,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I49.5,Sick sinus syndrome,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I49.8,Other specified cardiac arrhythmias,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I49.9,"Cardiac arrhythmia, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I50,Heart failure,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I50.0,Congestive heart failure,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I50.1,Left ventricular failure,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I50.9,"Heart failure, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I51,Complications and ill-defined descriptions of heart disease,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I51.0,"Cardiac septal defect, acquired",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I51.1,"Rupture of chordae tendineae, not elsewhere classified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I51.2,"Rupture of papillary muscle, not elsewhere classified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I51.3,"Intracardiac thrombosis, not elsewhere classified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I51.4,"Myocarditis, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I51.5,Myocardial degeneration,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I51.6,"Cardiovascular disease, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I51.7,Cardiomegaly,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I51.8,Other ill-defined heart diseases,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I51.9,"Heart disease, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I52,Other heart disorders in diseases classified elsewhere,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I52.0,Other heart disorders in bacterial diseases classified elsewhere,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I52.1,Other heart disorders in other infectious and parasitic diseases classified elsewhere,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I52.8,Other heart disorders in other diseases classified elsewhere,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I60-I69,Cerebrovascular diseases,Diseases of the Circulatory System (I00-I99),block,,,ICD-10-CM
I60,Subarachnoid haemorrhage,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I60.0,Subarachnoid haemorrhage from carotid siphon and bifurcation,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I60.1,Subarachnoid haemorrhage from middle cerebral artery,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I60.2,Subarachnoid haemorrhage from anterior communicating artery,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I60.3,Subarachnoid haemorrhage from posterior communicating artery,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I60.4,Subarachnoid haemorrhage from basilar artery,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I60.5,Subarachnoid haemorrhage from vertebral artery,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I60.6,Subarachnoid haemorrhage from other intracranial arteries,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I60.7,"Subarachnoid haemorrhage from intracranial artery, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I60.8,Other subarachnoid haemorrhage,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I60.9,"Subarachnoid haemorrhage, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I61,Intracerebral haemorrhage,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I61.0,"Intracerebral haemorrhage in hemisphere, subcortical",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I61.1,"Intracerebral haemorrhage in hemisphere, cortical",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I61.2,"Intracerebral haemorrhage in hemisphere, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I61.3,Intracerebral haemorrhage in brain stem,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I61.4,Intracerebral haemorrhage in cerebellum,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I61.5,"Intracerebral haemorrhage, intraventricular",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I61.6,"Intracerebral haemorrhage, multiple localized",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I61.8,Other intracerebral haemorrhage,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I61.9,"Intracerebral haemorrhage, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I62,Other nontraumatic intracranial haemorrhage,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I62.0,Nontraumatic subdural haemorrhage,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I62.1,Nontraumatic extradural haemorrhage,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I62.9,"Intracranial haemorrhage (nontraumatic), unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I63,Cerebral infarction,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I63.0,Cerebral infarction due to thrombosis of precerebral arteries,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I63.1,Cerebral infarction due to embolism of precerebral arteries,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I63.2,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I63.3,Cerebral infarction due to thrombosis of cerebral arteries,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I63.4,Cerebral infarction due to embolism of cerebral arteries,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I63.5,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I63.6,"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I63.8,Other cerebral infarction,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I63.9,"Cerebral infarction, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I64,"Stroke, not specified as haemorrhage or infarction",Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I65.0,Occlusion and stenosis of vertebral artery,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I65.1,Occlusion and stenosis of basilar artery,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I65.2,Occlusion and stenosis of carotid artery,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I65.3,Occlusion and stenosis of multiple and bilateral precerebral arteries,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I65.8,Occlusion and stenosis of other precerebral artery,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I65.9,Occlusion and stenosis of unspecified precerebral artery,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I66.0,Occlusion and stenosis of middle cerebral artery,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I66.1,Occlusion and stenosis of anterior cerebral artery,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I66.2,Occlusion and stenosis of posterior cerebral artery,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I66.3,Occlusion and stenosis of cerebellar arteries,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I66.4,Occlusion and stenosis of multiple and bilateral cerebral arteries,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I66.8,Occlusion and stenosis of other cerebral artery,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I66.9,Occlusion and stenosis of unspecified cerebral artery,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I67,Other cerebrovascular diseases,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I67.0,"Dissection of cerebral arteries, nonruptured",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I67.1,"Cerebral aneurysm, nonruptured",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I67.2,Cerebral atherosclerosis,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I67.3,Progressive vascular leukoencephalopathy,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I67.4,Hypertensive encephalopathy,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I67.5,Moyamoya disease,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I67.6,Nonpyogenic thrombosis of intracranial venous system,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I67.7,"Cerebral arteritis, not elsewhere classified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I67.8,Other specified cerebrovascular diseases,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I67.9,"Cerebrovascular disease, unspecified",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I68,Cerebrovascular disorders in diseases classified elsewhere,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I68.0,Cerebral amyloid angiopathy,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I68.1,Cerebral arteritis in infectious and parasitic diseases classified elsewhere,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I68.2,Cerebral arteritis in other diseases classified elsewhere,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I68.8,Other cerebrovascular disorders in diseases classified elsewhere,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I69,Sequelae of cerebrovascular disease,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I69.0,Sequelae of subarachnoid haemorrhage,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I69.1,Sequelae of intracerebral haemorrhage,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I69.2,Sequelae of other nontraumatic intracranial haemorrhage,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I69.3,Sequelae of cerebral infarction,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I69.4,"Sequelae of stroke, not specified as haemorrhage or infarction",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I69.8,Sequelae of other and unspecified cerebrovascular diseases,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I70-I79,"Diseases of arteries, arterioles and capillaries",Diseases of the Circulatory System (I00-I99),block,,,ICD-10-CM
I70,Atherosclerosis,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I70.0,Atherosclerosis of aorta,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I70.1,Atherosclerosis of renal artery,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I70.2,Atherosclerosis of arteries of extremities,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I70.8,Atherosclerosis of other arteries,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I70.9,Generalized and unspecified atherosclerosis,Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I71,Aortic aneurysm and dissection,Diseases of the Circulatory System (I00-I99),category,,,ICD-10-CM
I71.0,Dissection of aorta [any part],Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I71.1,"Thoracic aortic aneurysm, ruptured",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I71.2,"Thoracic aortic aneurysm, without mention of rupture",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I71.3,"Abdominal aortic aneurysm, ruptured",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I71.4,"Abdominal aortic aneurysm, without mention of rupture",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
I71.5,"Thoracoabdominal aortic aneurysm, ruptured",Diseases of the Circulatory System (I00-I99),subcategory,,,ICD-10-CM
